"","STATION","Sampling.date","Day","Month","Year","species","abundance"
"819",4,2014-05-21,21,5,2014,"Pseudodiaptomus marinus",2.02020202020202
"820",2,2015-05-27,27,5,2015,"Pseudodiaptomus marinus",5.47008547008547
"821",3,2015-05-27,27,5,2015,"Pseudodiaptomus marinus",0.157790927021696
"822",4,2015-05-27,27,5,2015,"Pseudodiaptomus marinus",0
"823",2,2016-04-29,29,4,2016,"Pseudodiaptomus marinus",0.306513409961686
"824",3,2016-04-29,29,4,2016,"Pseudodiaptomus marinus",3.3992274483072
"825",4,2016-04-29,29,4,2016,"Pseudodiaptomus marinus",0
"826",2,1997-05-14,14,5,1997,"Temora longicornis",0
"827",3,1997-05-14,14,5,1997,"Temora longicornis",3.63462892710297
"828",4,1997-05-15,15,5,1997,"Temora longicornis",0
"829",2,1998-05-01,1,5,1998,"Temora longicornis",0
"830",3,1998-05-01,1,5,1998,"Temora longicornis",4.51849759954815
"831",4,1998-05-01,1,5,1998,"Temora longicornis",146.109052408682
"832",2,1999-05-07,7,5,1999,"Temora longicornis",0.695168578380257
"833",3,1999-05-07,7,5,1999,"Temora longicornis",1.15901715345387
"834",4,1999-05-07,7,5,1999,"Temora longicornis",5.79815183910129
"835",2,2000-05-25,25,5,2000,"Temora longicornis",0
"836",3,2000-05-25,25,5,2000,"Temora longicornis",0
"837",4,2000-05-25,25,5,2000,"Temora longicornis",0
"838",2,2001-05-28,28,5,2001,"Temora longicornis",0
"839",3,2001-05-28,28,5,2001,"Temora longicornis",0
"840",4,2001-05-28,28,5,2001,"Temora longicornis",0
"841",2,2002-04-22,22,4,2002,"Temora longicornis",1.41622999575131
"842",3,2002-04-22,22,4,2002,"Temora longicornis",0
"843",4,2002-04-22,22,4,2002,"Temora longicornis",21.1271325199387
"844",4,2014-05-21,21,5,2014,"Temora longicornis",2.02020202020202
"845",2,2015-05-27,27,5,2015,"Temora longicornis",0.0341880341880342
"846",3,2015-05-27,27,5,2015,"Temora longicornis",0
"847",4,2015-05-27,27,5,2015,"Temora longicornis",0
"848",2,2016-04-29,29,4,2016,"Temora longicornis",0
"849",3,2016-04-29,29,4,2016,"Temora longicornis",0.21813224267212
"850",4,2016-04-29,29,4,2016,"Temora longicornis",0.167714884696017
"851",2,1997-05-14,14,5,1997,"Temora stylifera",0
"852",3,1997-05-14,14,5,1997,"Temora stylifera",0
"853",4,1997-05-15,15,5,1997,"Temora stylifera",0
"854",2,1998-05-01,1,5,1998,"Temora stylifera",0
"855",3,1998-05-01,1,5,1998,"Temora stylifera",0
"856",4,1998-05-01,1,5,1998,"Temora stylifera",0
"857",2,1999-05-07,7,5,1999,"Temora stylifera",0
"858",3,1999-05-07,7,5,1999,"Temora stylifera",0
"859",4,1999-05-07,7,5,1999,"Temora stylifera",0
"860",2,2000-05-25,25,5,2000,"Temora stylifera",0
"861",3,2000-05-25,25,5,2000,"Temora stylifera",0
"862",4,2000-05-25,25,5,2000,"Temora stylifera",0
"863",2,2001-05-28,28,5,2001,"Temora stylifera",0
"864",3,2001-05-28,28,5,2001,"Temora stylifera",0
"865",4,2001-05-28,28,5,2001,"Temora stylifera",0
"866",2,2002-04-22,22,4,2002,"Temora stylifera",0
"867",3,2002-04-22,22,4,2002,"Temora stylifera",0.629287017808823
"868",4,2002-04-22,22,4,2002,"Temora stylifera",0
"869",4,2014-05-21,21,5,2014,"Temora stylifera",0
"870",2,2015-05-27,27,5,2015,"Temora stylifera",0
"871",3,2015-05-27,27,5,2015,"Temora stylifera",0
"872",4,2015-05-27,27,5,2015,"Temora stylifera",0
"873",2,2016-04-29,29,4,2016,"Temora stylifera",0
"874",3,2016-04-29,29,4,2016,"Temora stylifera",0
"875",4,2016-04-29,29,4,2016,"Temora stylifera",0.0838574423480084
"876",2,1997-05-14,14,5,1997,"Temora spp",0
"877",3,1997-05-14,14,5,1997,"Temora spp",0
"878",4,1997-05-15,15,5,1997,"Temora spp",0
"879",2,1998-05-01,1,5,1998,"Temora spp",0
"880",3,1998-05-01,1,5,1998,"Temora spp",0
"881",4,1998-05-01,1,5,1998,"Temora spp",0
"882",2,1999-05-07,7,5,1999,"Temora spp",0
"883",3,1999-05-07,7,5,1999,"Temora spp",0
"884",4,1999-05-07,7,5,1999,"Temora spp",0
"885",2,2000-05-25,25,5,2000,"Temora spp",0
"886",3,2000-05-25,25,5,2000,"Temora spp",0
"887",4,2000-05-25,25,5,2000,"Temora spp",0
"888",2,2001-05-28,28,5,2001,"Temora spp",0
"889",3,2001-05-28,28,5,2001,"Temora spp",0
"890",4,2001-05-28,28,5,2001,"Temora spp",0
"891",2,2002-04-22,22,4,2002,"Temora spp",0
"892",3,2002-04-22,22,4,2002,"Temora spp",0
"893",4,2002-04-22,22,4,2002,"Temora spp",0
"894",4,2014-05-21,21,5,2014,"Temora spp",0.808080808080808
"895",2,2015-05-27,27,5,2015,"Temora spp",0
"896",3,2015-05-27,27,5,2015,"Temora spp",0
"897",4,2015-05-27,27,5,2015,"Temora spp",0
"898",2,2016-04-29,29,4,2016,"Temora spp",0
"899",3,2016-04-29,29,4,2016,"Temora spp",0
"900",4,2016-04-29,29,4,2016,"Temora spp",0
"901",2,1997-05-14,14,5,1997,"Bosmina coregoni",0
"902",3,1997-05-14,14,5,1997,"Bosmina coregoni",0
"903",4,1997-05-15,15,5,1997,"Bosmina coregoni",0
"904",2,1998-05-01,1,5,1998,"Bosmina coregoni",0
"905",3,1998-05-01,1,5,1998,"Bosmina coregoni",0
"906",4,1998-05-01,1,5,1998,"Bosmina coregoni",4.2350449973531
"907",2,1999-05-07,7,5,1999,"Bosmina coregoni",0
"908",3,1999-05-07,7,5,1999,"Bosmina coregoni",0
"909",4,1999-05-07,7,5,1999,"Bosmina coregoni",0
"910",2,2000-05-25,25,5,2000,"Bosmina coregoni",0
"911",3,2000-05-25,25,5,2000,"Bosmina coregoni",0
"912",4,2000-05-25,25,5,2000,"Bosmina coregoni",0
"913",2,2001-05-28,28,5,2001,"Bosmina coregoni",0
"914",3,2001-05-28,28,5,2001,"Bosmina coregoni",0
"915",4,2001-05-28,28,5,2001,"Bosmina coregoni",0
"916",2,2002-04-22,22,4,2002,"Bosmina coregoni",0
"917",3,2002-04-22,22,4,2002,"Bosmina coregoni",0
"918",4,2002-04-22,22,4,2002,"Bosmina coregoni",0
"919",4,2014-05-21,21,5,2014,"Bosmina coregoni",0
"920",2,2015-05-27,27,5,2015,"Bosmina coregoni",0
"921",3,2015-05-27,27,5,2015,"Bosmina coregoni",0
"922",4,2015-05-27,27,5,2015,"Bosmina coregoni",0
"923",2,2016-04-29,29,4,2016,"Bosmina coregoni",0
"924",3,2016-04-29,29,4,2016,"Bosmina coregoni",0
"925",4,2016-04-29,29,4,2016,"Bosmina coregoni",0
"926",2,1997-05-14,14,5,1997,"Daphnia spp",0
"927",3,1997-05-14,14,5,1997,"Daphnia spp",0
"928",4,1997-05-15,15,5,1997,"Daphnia spp",0
"929",2,1998-05-01,1,5,1998,"Daphnia spp",0
"930",3,1998-05-01,1,5,1998,"Daphnia spp",0
"931",4,1998-05-01,1,5,1998,"Daphnia spp",4.2350449973531
"932",2,1999-05-07,7,5,1999,"Daphnia spp",0
"933",3,1999-05-07,7,5,1999,"Daphnia spp",0
"934",4,1999-05-07,7,5,1999,"Daphnia spp",0
"935",2,2000-05-25,25,5,2000,"Daphnia spp",0
"936",3,2000-05-25,25,5,2000,"Daphnia spp",0
"937",4,2000-05-25,25,5,2000,"Daphnia spp",0
"938",2,2001-05-28,28,5,2001,"Daphnia spp",0
"939",3,2001-05-28,28,5,2001,"Daphnia spp",0
"940",4,2001-05-28,28,5,2001,"Daphnia spp",0
"941",2,2002-04-22,22,4,2002,"Daphnia spp",0
"942",3,2002-04-22,22,4,2002,"Daphnia spp",0
"943",4,2002-04-22,22,4,2002,"Daphnia spp",0
"944",4,2014-05-21,21,5,2014,"Daphnia spp",0
"945",2,2015-05-27,27,5,2015,"Daphnia spp",0
"946",3,2015-05-27,27,5,2015,"Daphnia spp",0
"947",4,2015-05-27,27,5,2015,"Daphnia spp",0
"948",2,2016-04-29,29,4,2016,"Daphnia spp",0
"949",3,2016-04-29,29,4,2016,"Daphnia spp",0
"950",4,2016-04-29,29,4,2016,"Daphnia spp",0
"951",2,1997-05-14,14,5,1997,"Evadne nordmani",0
"952",3,1997-05-14,14,5,1997,"Evadne nordmani",0
"953",4,1997-05-15,15,5,1997,"Evadne nordmani",0
"954",2,1998-05-01,1,5,1998,"Evadne nordmani",0
"955",3,1998-05-01,1,5,1998,"Evadne nordmani",0
"956",4,1998-05-01,1,5,1998,"Evadne nordmani",0
"957",2,1999-05-07,7,5,1999,"Evadne nordmani",0
"958",3,1999-05-07,7,5,1999,"Evadne nordmani",0
"959",4,1999-05-07,7,5,1999,"Evadne nordmani",0
"960",2,2000-05-25,25,5,2000,"Evadne nordmani",0
"961",3,2000-05-25,25,5,2000,"Evadne nordmani",0
"962",4,2000-05-25,25,5,2000,"Evadne nordmani",0
"963",2,2001-05-28,28,5,2001,"Evadne nordmani",0
"964",3,2001-05-28,28,5,2001,"Evadne nordmani",0
"965",4,2001-05-28,28,5,2001,"Evadne nordmani",0
"966",2,2002-04-22,22,4,2002,"Evadne nordmani",0
"967",3,2002-04-22,22,4,2002,"Evadne nordmani",0
"968",4,2002-04-22,22,4,2002,"Evadne nordmani",0
"969",4,2014-05-21,21,5,2014,"Evadne nordmani",4.44444444444444
"970",2,2015-05-27,27,5,2015,"Evadne nordmani",0
"971",3,2015-05-27,27,5,2015,"Evadne nordmani",0.0394477317554241
"972",4,2015-05-27,27,5,2015,"Evadne nordmani",0.273972602739726
"973",2,2016-04-29,29,4,2016,"Evadne nordmani",0
"974",3,2016-04-29,29,4,2016,"Evadne nordmani",0.727107475573733
"975",4,2016-04-29,29,4,2016,"Evadne nordmani",0
"976",2,1997-05-14,14,5,1997,"Evadne spinifera",0
"977",3,1997-05-14,14,5,1997,"Evadne spinifera",0
"978",4,1997-05-15,15,5,1997,"Evadne spinifera",0
"979",2,1998-05-01,1,5,1998,"Evadne spinifera",0
"980",3,1998-05-01,1,5,1998,"Evadne spinifera",0
"981",4,1998-05-01,1,5,1998,"Evadne spinifera",1.75716042874714
"982",2,1999-05-07,7,5,1999,"Evadne spinifera",0
"983",3,1999-05-07,7,5,1999,"Evadne spinifera",0
"984",4,1999-05-07,7,5,1999,"Evadne spinifera",0
"985",2,2000-05-25,25,5,2000,"Evadne spinifera",0
"986",3,2000-05-25,25,5,2000,"Evadne spinifera",0
"987",4,2000-05-25,25,5,2000,"Evadne spinifera",0
"988",2,2001-05-28,28,5,2001,"Evadne spinifera",0
"989",3,2001-05-28,28,5,2001,"Evadne spinifera",0
"990",4,2001-05-28,28,5,2001,"Evadne spinifera",12.3146666717978
"991",2,2002-04-22,22,4,2002,"Evadne spinifera",0
"992",3,2002-04-22,22,4,2002,"Evadne spinifera",0
"993",4,2002-04-22,22,4,2002,"Evadne spinifera",0
"994",4,2014-05-21,21,5,2014,"Evadne spinifera",0.404040404040404
"995",2,2015-05-27,27,5,2015,"Evadne spinifera",0
"996",3,2015-05-27,27,5,2015,"Evadne spinifera",0
"997",4,2015-05-27,27,5,2015,"Evadne spinifera",10.958904109589
"998",2,2016-04-29,29,4,2016,"Evadne spinifera",0
"999",3,2016-04-29,29,4,2016,"Evadne spinifera",0
"1000",4,2016-04-29,29,4,2016,"Evadne spinifera",0.0838574423480084
"1001",2,1997-05-14,14,5,1997,"Pseudevadne tergestina",0
"1002",3,1997-05-14,14,5,1997,"Pseudevadne tergestina",0
"1003",4,1997-05-15,15,5,1997,"Pseudevadne tergestina",0
"1004",2,1998-05-01,1,5,1998,"Pseudevadne tergestina",0
"1005",3,1998-05-01,1,5,1998,"Pseudevadne tergestina",0
"1006",4,1998-05-01,1,5,1998,"Pseudevadne tergestina",0
"1007",2,1999-05-07,7,5,1999,"Pseudevadne tergestina",0
"1008",3,1999-05-07,7,5,1999,"Pseudevadne tergestina",0
"1009",4,1999-05-07,7,5,1999,"Pseudevadne tergestina",0
"1010",2,2000-05-25,25,5,2000,"Pseudevadne tergestina",0
"1011",3,2000-05-25,25,5,2000,"Pseudevadne tergestina",0
"1012",4,2000-05-25,25,5,2000,"Pseudevadne tergestina",0
"1013",2,2001-05-28,28,5,2001,"Pseudevadne tergestina",0
"1014",3,2001-05-28,28,5,2001,"Pseudevadne tergestina",0
"1015",4,2001-05-28,28,5,2001,"Pseudevadne tergestina",0
"1016",2,2002-04-22,22,4,2002,"Pseudevadne tergestina",0.472076665250437
"1017",3,2002-04-22,22,4,2002,"Pseudevadne tergestina",0.472076665250437
"1018",4,2002-04-22,22,4,2002,"Pseudevadne tergestina",16.901706015951
"1019",4,2014-05-21,21,5,2014,"Pseudevadne tergestina",0
"1020",2,2015-05-27,27,5,2015,"Pseudevadne tergestina",0
"1021",3,2015-05-27,27,5,2015,"Pseudevadne tergestina",0
"1022",4,2015-05-27,27,5,2015,"Pseudevadne tergestina",0.228310502283105
"1023",2,2016-04-29,29,4,2016,"Pseudevadne tergestina",0
"1024",3,2016-04-29,29,4,2016,"Pseudevadne tergestina",0
"1025",4,2016-04-29,29,4,2016,"Pseudevadne tergestina",0
"1026",2,1997-05-14,14,5,1997,"Penilia avirostris",0
"1027",3,1997-05-14,14,5,1997,"Penilia avirostris",0
"1028",4,1997-05-15,15,5,1997,"Penilia avirostris",0
"1029",2,1998-05-01,1,5,1998,"Penilia avirostris",0
"1030",3,1998-05-01,1,5,1998,"Penilia avirostris",0
"1031",4,1998-05-01,1,5,1998,"Penilia avirostris",0
"1032",2,1999-05-07,7,5,1999,"Penilia avirostris",0
"1033",3,1999-05-07,7,5,1999,"Penilia avirostris",0
"1034",4,1999-05-07,7,5,1999,"Penilia avirostris",0
"1035",2,2000-05-25,25,5,2000,"Penilia avirostris",0
"1036",3,2000-05-25,25,5,2000,"Penilia avirostris",0
"1037",4,2000-05-25,25,5,2000,"Penilia avirostris",0
"1038",2,2001-05-28,28,5,2001,"Penilia avirostris",0
"1039",3,2001-05-28,28,5,2001,"Penilia avirostris",0
"1040",4,2001-05-28,28,5,2001,"Penilia avirostris",30.7866666794944
"1041",2,2002-04-22,22,4,2002,"Penilia avirostris",0
"1042",3,2002-04-22,22,4,2002,"Penilia avirostris",0
"1043",4,2002-04-22,22,4,2002,"Penilia avirostris",0
"1044",4,2014-05-21,21,5,2014,"Penilia avirostris",80.8080808080808
"1045",2,2015-05-27,27,5,2015,"Penilia avirostris",0
"1046",3,2015-05-27,27,5,2015,"Penilia avirostris",0
"1047",4,2015-05-27,27,5,2015,"Penilia avirostris",3.65296803652968
"1048",2,2016-04-29,29,4,2016,"Penilia avirostris",0
"1049",3,2016-04-29,29,4,2016,"Penilia avirostris",0
"1050",4,2016-04-29,29,4,2016,"Penilia avirostris",0
"1051",2,1997-05-14,14,5,1997,"Podonidae ind ",0
"1052",3,1997-05-14,14,5,1997,"Podonidae ind ",3.63462892710297
"1053",4,1997-05-15,15,5,1997,"Podonidae ind ",0
"1054",2,1998-05-01,1,5,1998,"Podonidae ind ",0
"1055",3,1998-05-01,1,5,1998,"Podonidae ind ",0
"1056",4,1998-05-01,1,5,1998,"Podonidae ind ",0
"1057",2,1999-05-07,7,5,1999,"Podonidae ind ",0
"1058",3,1999-05-07,7,5,1999,"Podonidae ind ",1.15901715345387
"1059",4,1999-05-07,7,5,1999,"Podonidae ind ",0
"1060",2,2000-05-25,25,5,2000,"Podonidae ind ",0
"1061",3,2000-05-25,25,5,2000,"Podonidae ind ",1.84111203166713
"1062",4,2000-05-25,25,5,2000,"Podonidae ind ",847.714199212837
"1063",2,2001-05-28,28,5,2001,"Podonidae ind ",6.90156924430692
"1064",3,2001-05-28,28,5,2001,"Podonidae ind ",86.8396222476432
"1065",4,2001-05-28,28,5,2001,"Podonidae ind ",524.91266688538
"1066",2,2002-04-22,22,4,2002,"Podonidae ind ",0
"1067",3,2002-04-22,22,4,2002,"Podonidae ind ",0
"1068",4,2002-04-22,22,4,2002,"Podonidae ind ",0
"1069",4,2014-05-21,21,5,2014,"Podonidae ind ",1046.46464646465
"1070",2,2015-05-27,27,5,2015,"Podonidae ind ",2.73504273504274
"1071",3,2015-05-27,27,5,2015,"Podonidae ind ",20.5128205128205
"1072",4,2015-05-27,27,5,2015,"Podonidae ind ",29.2237442922374
"1073",2,2016-04-29,29,4,2016,"Podonidae ind ",0.367816091954023
"1074",3,2016-04-29,29,4,2016,"Podonidae ind ",6.5439672801636
"1075",4,2016-04-29,29,4,2016,"Podonidae ind ",19.2872117400419
"1076",2,1997-05-14,14,5,1997,"Phoronida larva actinotroca",0
"1077",3,1997-05-14,14,5,1997,"Phoronida larva actinotroca",0
"1078",4,1997-05-15,15,5,1997,"Phoronida larva actinotroca",0
"1079",2,1998-05-01,1,5,1998,"Phoronida larva actinotroca",0
"1080",3,1998-05-01,1,5,1998,"Phoronida larva actinotroca",0
"1081",4,1998-05-01,1,5,1998,"Phoronida larva actinotroca",0
"1082",2,1999-05-07,7,5,1999,"Phoronida larva actinotroca",0
"1083",3,1999-05-07,7,5,1999,"Phoronida larva actinotroca",0
"1084",4,1999-05-07,7,5,1999,"Phoronida larva actinotroca",0
"1085",2,2000-05-25,25,5,2000,"Phoronida larva actinotroca",0
"1086",3,2000-05-25,25,5,2000,"Phoronida larva actinotroca",0
"1087",4,2000-05-25,25,5,2000,"Phoronida larva actinotroca",0
"1088",2,2001-05-28,28,5,2001,"Phoronida larva actinotroca",0
"1089",3,2001-05-28,28,5,2001,"Phoronida larva actinotroca",0
"1090",4,2001-05-28,28,5,2001,"Phoronida larva actinotroca",0
"1091",2,2002-04-22,22,4,2002,"Phoronida larva actinotroca",0
"1092",3,2002-04-22,22,4,2002,"Phoronida larva actinotroca",0
"1093",4,2002-04-22,22,4,2002,"Phoronida larva actinotroca",0
"1094",4,2014-05-21,21,5,2014,"Phoronida larva actinotroca",4.04040404040404
"1095",2,2015-05-27,27,5,2015,"Phoronida larva actinotroca",2.73504273504274
"1096",3,2015-05-27,27,5,2015,"Phoronida larva actinotroca",0
"1097",4,2015-05-27,27,5,2015,"Phoronida larva actinotroca",0.045662100456621
"1098",2,2016-04-29,29,4,2016,"Phoronida larva actinotroca",0.122605363984674
"1099",3,2016-04-29,29,4,2016,"Phoronida larva actinotroca",0
"1100",4,2016-04-29,29,4,2016,"Phoronida larva actinotroca",3.35429769392034
"1101",2,1997-05-14,14,5,1997,"Amphipoda ind ",0
"1102",3,1997-05-14,14,5,1997,"Amphipoda ind ",0
"1103",4,1997-05-15,15,5,1997,"Amphipoda ind ",0
"1104",2,1998-05-01,1,5,1998,"Amphipoda ind ",0
"1105",3,1998-05-01,1,5,1998,"Amphipoda ind ",0.648760866744518
"1106",4,1998-05-01,1,5,1998,"Amphipoda ind ",0
"1107",2,1999-05-07,7,5,1999,"Amphipoda ind ",0
"1108",3,1999-05-07,7,5,1999,"Amphipoda ind ",0
"1109",4,1999-05-07,7,5,1999,"Amphipoda ind ",0
"1110",2,2000-05-25,25,5,2000,"Amphipoda ind ",0
"1111",3,2000-05-25,25,5,2000,"Amphipoda ind ",0
"1112",4,2000-05-25,25,5,2000,"Amphipoda ind ",0
"1113",2,2001-05-28,28,5,2001,"Amphipoda ind ",0
"1114",3,2001-05-28,28,5,2001,"Amphipoda ind ",1.1133284903544
"1115",4,2001-05-28,28,5,2001,"Amphipoda ind ",0
"1116",2,2002-04-22,22,4,2002,"Amphipoda ind ",0
"1117",3,2002-04-22,22,4,2002,"Amphipoda ind ",0
"1118",4,2002-04-22,22,4,2002,"Amphipoda ind ",0
"1119",4,2014-05-21,21,5,2014,"Amphipoda ind ",0
"1120",2,2015-05-27,27,5,2015,"Amphipoda ind ",0.341880341880342
"1121",3,2015-05-27,27,5,2015,"Amphipoda ind ",0.118343195266272
"1122",4,2015-05-27,27,5,2015,"Amphipoda ind ",0
"1123",2,2016-04-29,29,4,2016,"Amphipoda ind ",0.0613026819923372
"1124",3,2016-04-29,29,4,2016,"Amphipoda ind ",0.781640536241763
"1125",4,2016-04-29,29,4,2016,"Amphipoda ind ",0
"1126",2,1997-05-14,14,5,1997,"Appendicularia ind ",0
"1127",3,1997-05-14,14,5,1997,"Appendicularia ind ",0
"1128",4,1997-05-15,15,5,1997,"Appendicularia ind ",0
"1129",2,1998-05-01,1,5,1998,"Appendicularia ind ",0
"1130",3,1998-05-01,1,5,1998,"Appendicularia ind ",0
"1131",4,1998-05-01,1,5,1998,"Appendicularia ind ",6.35256749602964
"1132",2,1999-05-07,7,5,1999,"Appendicularia ind ",0
"1133",3,1999-05-07,7,5,1999,"Appendicularia ind ",0
"1134",4,1999-05-07,7,5,1999,"Appendicularia ind ",1.93271727970043
"1135",2,2000-05-25,25,5,2000,"Appendicularia ind ",0.925925925925926
"1136",3,2000-05-25,25,5,2000,"Appendicularia ind ",0
"1137",4,2000-05-25,25,5,2000,"Appendicularia ind ",0
"1138",2,2001-05-28,28,5,2001,"Appendicularia ind ",0
"1139",3,2001-05-28,28,5,2001,"Appendicularia ind ",1.1133284903544
"1140",4,2001-05-28,28,5,2001,"Appendicularia ind ",21.5506666756461
"1141",2,2002-04-22,22,4,2002,"Appendicularia ind ",0
"1142",3,2002-04-22,22,4,2002,"Appendicularia ind ",0
"1143",4,2002-04-22,22,4,2002,"Appendicularia ind ",0
"1144",4,2014-05-21,21,5,2014,"Appendicularia ind ",141.414141414141
"1145",2,2015-05-27,27,5,2015,"Appendicularia ind ",60.1709401709402
"1146",3,2015-05-27,27,5,2015,"Appendicularia ind ",6.31163708086785
"1147",4,2015-05-27,27,5,2015,"Appendicularia ind ",142.465753424658
"1148",2,2016-04-29,29,4,2016,"Appendicularia ind ",3.49425287356322
"1149",3,2016-04-29,29,4,2016,"Appendicularia ind ",3.63553737786867
"1150",4,2016-04-29,29,4,2016,"Appendicularia ind ",65.4088050314465
"1151",2,1997-05-14,14,5,1997,"Ascidiacea larva giriniforme",0
"1152",3,1997-05-14,14,5,1997,"Ascidiacea larva giriniforme",0
"1153",4,1997-05-15,15,5,1997,"Ascidiacea larva giriniforme",0
"1154",2,1998-05-01,1,5,1998,"Ascidiacea larva giriniforme",2.16274668829413
"1155",3,1998-05-01,1,5,1998,"Ascidiacea larva giriniforme",1.12962439988704
"1156",4,1998-05-01,1,5,1998,"Ascidiacea larva giriniforme",8.47008999470619
"1157",2,1999-05-07,7,5,1999,"Ascidiacea larva giriniforme",0
"1158",3,1999-05-07,7,5,1999,"Ascidiacea larva giriniforme",0
"1159",4,1999-05-07,7,5,1999,"Ascidiacea larva giriniforme",0
"1160",2,2000-05-25,25,5,2000,"Ascidiacea larva giriniforme",0
"1161",3,2000-05-25,25,5,2000,"Ascidiacea larva giriniforme",0
"1162",4,2000-05-25,25,5,2000,"Ascidiacea larva giriniforme",0
"1163",2,2001-05-28,28,5,2001,"Ascidiacea larva giriniforme",0
"1164",3,2001-05-28,28,5,2001,"Ascidiacea larva giriniforme",3.3399854710632
"1165",4,2001-05-28,28,5,2001,"Ascidiacea larva giriniforme",0
"1166",2,2002-04-22,22,4,2002,"Ascidiacea larva giriniforme",0
"1167",3,2002-04-22,22,4,2002,"Ascidiacea larva giriniforme",0
"1168",4,2002-04-22,22,4,2002,"Ascidiacea larva giriniforme",0
"1169",4,2014-05-21,21,5,2014,"Ascidiacea larva giriniforme",0.404040404040404
"1170",2,2015-05-27,27,5,2015,"Ascidiacea larva giriniforme",10.9401709401709
"1171",3,2015-05-27,27,5,2015,"Ascidiacea larva giriniforme",0.19723865877712
"1172",4,2015-05-27,27,5,2015,"Ascidiacea larva giriniforme",1.23287671232877
"1173",2,2016-04-29,29,4,2016,"Ascidiacea larva giriniforme",0.367816091954023
"1174",3,2016-04-29,29,4,2016,"Ascidiacea larva giriniforme",0
"1175",4,2016-04-29,29,4,2016,"Ascidiacea larva giriniforme",0
"1176",2,1997-05-14,14,5,1997,"Bivalvia larve ind ",1.90267801931218
"1177",3,1997-05-14,14,5,1997,"Bivalvia larve ind ",21.8077735626178
"1178",4,1997-05-15,15,5,1997,"Bivalvia larve ind ",0
"1179",2,1998-05-01,1,5,1998,"Bivalvia larve ind ",22.0588165654694
"1180",3,1998-05-01,1,5,1998,"Bivalvia larve ind ",102.375344199611
"1181",4,1998-05-01,1,5,1998,"Bivalvia larve ind ",114.931935071449
"1182",2,1999-05-07,7,5,1999,"Bivalvia larve ind ",0
"1183",3,1999-05-07,7,5,1999,"Bivalvia larve ind ",1.15901715345387
"1184",4,1999-05-07,7,5,1999,"Bivalvia larve ind ",15.4617382376034
"1185",2,2000-05-25,25,5,2000,"Bivalvia larve ind ",0.925925925925926
"1186",3,2000-05-25,25,5,2000,"Bivalvia larve ind ",0.920556015833563
"1187",4,2000-05-25,25,5,2000,"Bivalvia larve ind ",32.2938742557271
"1188",2,2001-05-28,28,5,2001,"Bivalvia larve ind ",2.30052308143564
"1189",3,2001-05-28,28,5,2001,"Bivalvia larve ind ",1.1133284903544
"1190",4,2001-05-28,28,5,2001,"Bivalvia larve ind ",0
"1191",2,2002-04-22,22,4,2002,"Bivalvia larve ind ",0.236038332625218
"1192",3,2002-04-22,22,4,2002,"Bivalvia larve ind ",0.472076665250437
"1193",4,2002-04-22,22,4,2002,"Bivalvia larve ind ",4.22542650398775
"1194",4,2014-05-21,21,5,2014,"Bivalvia larve ind ",44.4444444444444
"1195",2,2015-05-27,27,5,2015,"Bivalvia larve ind ",5.47008547008547
"1196",3,2015-05-27,27,5,2015,"Bivalvia larve ind ",6.31163708086785
"1197",4,2015-05-27,27,5,2015,"Bivalvia larve ind ",0.228310502283105
"1198",2,2016-04-29,29,4,2016,"Bivalvia larve ind ",0.122605363984674
"1199",3,2016-04-29,29,4,2016,"Bivalvia larve ind ",0.10906612133606
"1200",4,2016-04-29,29,4,2016,"Bivalvia larve ind ",10.9014675052411
"1201",2,1997-05-14,14,5,1997,"Branchiostoma larvae",0
"1202",3,1997-05-14,14,5,1997,"Branchiostoma larvae",0
"1203",4,1997-05-15,15,5,1997,"Branchiostoma larvae",0
"1204",2,1998-05-01,1,5,1998,"Branchiostoma larvae",0
"1205",3,1998-05-01,1,5,1998,"Branchiostoma larvae",0
"1206",4,1998-05-01,1,5,1998,"Branchiostoma larvae",0
"1207",2,1999-05-07,7,5,1999,"Branchiostoma larvae",0
"1208",3,1999-05-07,7,5,1999,"Branchiostoma larvae",0
"1209",4,1999-05-07,7,5,1999,"Branchiostoma larvae",0
"1210",2,2000-05-25,25,5,2000,"Branchiostoma larvae",0
"1211",3,2000-05-25,25,5,2000,"Branchiostoma larvae",0
"1212",4,2000-05-25,25,5,2000,"Branchiostoma larvae",0
"1213",2,2001-05-28,28,5,2001,"Branchiostoma larvae",0
"1214",3,2001-05-28,28,5,2001,"Branchiostoma larvae",0
"1215",4,2001-05-28,28,5,2001,"Branchiostoma larvae",0
"1216",2,2002-04-22,22,4,2002,"Branchiostoma larvae",0
"1217",3,2002-04-22,22,4,2002,"Branchiostoma larvae",0
"1218",4,2002-04-22,22,4,2002,"Branchiostoma larvae",0
"1219",4,2014-05-21,21,5,2014,"Branchiostoma larvae",0
"1220",2,2015-05-27,27,5,2015,"Branchiostoma larvae",0
"1221",3,2015-05-27,27,5,2015,"Branchiostoma larvae",0
"1222",4,2015-05-27,27,5,2015,"Branchiostoma larvae",0
"1223",2,2016-04-29,29,4,2016,"Branchiostoma larvae",0
"1224",3,2016-04-29,29,4,2016,"Branchiostoma larvae",0
"1225",4,2016-04-29,29,4,2016,"Branchiostoma larvae",49.475890985325
"1226",2,1997-05-14,14,5,1997,"Cnidaria ind ",0
"1227",3,1997-05-14,14,5,1997,"Cnidaria ind ",0
